Burger,Fries,Cola,Shake,Chicken Nuggets,Salad,Ice Cream,Coffee,Tea,Smoothie,Onion Rings,Cheese Sticks,Pasta,Soup,Grilled Sandwich,Wrap,Muffin,Donut,Brownie,Water,Transaction_ID
0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3698
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3699
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,3700
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3701
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3702
1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3703
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3704
1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3705
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3706
0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,3707
0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3708
0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3709
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,3710
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3711
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3712
1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3713
0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,3714
1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3715
0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,3716
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,3717
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3718
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3719
1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,3720
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,3721
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,3722
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,3723
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3724
0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,3725
1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,3726
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3728
0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,3729
0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3730
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3731
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3732
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,3733
0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,3734
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3735
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3736
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3737
0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,3738
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3739
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3740
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3741
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3742
0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3743
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,3744
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3745
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,3746
0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,3747
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3748
0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,3749
0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,3750
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3751
0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,3752
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3753
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3754
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3755
0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,3756
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3757
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3758
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3759
0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,3760
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3761
0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3762
0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3763
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3764
0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3765
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,3766
0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3767
1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3768
0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3769
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3770
0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,3771
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3772
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3773
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3774
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3775
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3776
0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,3777
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3778
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3779
0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,3780
0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3781
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,3782
1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,3783
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3784
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3785
0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,3786
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3787
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3788
0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,3789
1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,3790
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3791
0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,3792
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3793
1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3794
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3795
1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3796
1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,3797
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3798
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3799
0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,3800
1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,3801
0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,3802
0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3803
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,3804
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,3805
1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,3806
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,3807
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3808
1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3809
0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3810
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3811
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3812
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3813
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3814
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3815
0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,3816
0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,3817
0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3818
0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3819
1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,3820
0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3821
1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,3822
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3823
0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,3824
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3825
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3826
0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3827
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3828
1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3829
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,3830
0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,3831
1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3832
1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3833
1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,3834
0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3835
1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3836
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3837
1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3838
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3839
0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3840
0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,3841
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3842
0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,3843
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3844
1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,3845
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3846
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,3847
0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,3848
1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,3849
0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,3850
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3851
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3852
0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,3853
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3854
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3855
1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3856
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3857
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,3858
1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,3859
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3860
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3861
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3862
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3863
0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3864
0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,3865
0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3866
0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,3867
1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,3868
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3869
1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,3870
0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3871
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3872
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3873
1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,3874
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,3875
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3876
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3877
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3878
0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,3879
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,3880
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3881
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3882
0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3883
1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3884
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,3885
0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3886
0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3887
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3888
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3889
0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3890
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3891
0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3892
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3893
1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3894
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3895
0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,3896
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3897
1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,3898
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3899
0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,3900
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,3901
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3902
1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3903
1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3904
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,3905
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3906
0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,3907
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3908
0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,3909
0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3910
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3911
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3912
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3913
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3914
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,3915
1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,3916
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3917
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,3918
1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,3919
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3920
0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,3921
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3922
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3923
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3924
1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,3925
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3926
0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3927
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3928
0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,3929
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3930
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3931
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3932
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3933
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3934
1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,3935
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,3936
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3937
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3939
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3940
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3941
0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,3942
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,3943
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,3944
0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,3945
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3946
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,3947
1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3948
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3949
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3950
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,3951
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3952
0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,3953
1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,3954
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3955
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3956
1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3957
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3958
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3959
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3960
1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3961
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3962
1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,3963
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3964
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3965
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3966
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3967
1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3968
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,3969
1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,3970
1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3971
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3972
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,3973
0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3974
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3975
0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3976
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3977
1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3978
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,3979
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3980
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3981
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3982
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,3983
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3984
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3985
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3986
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3987
0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,3988
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3989
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3990
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,3991
0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,3992
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3993
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,3994
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3995
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3996
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,3997
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3998
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3999
0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,4000
1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4001
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4002
0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,4003
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4004
0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4005
0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4006
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,4007
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4008
1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4009
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4010
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4011
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,4012
0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4013
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4014
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4015
0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,4016
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4017
0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,4018
0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4019
